nps_id,date_sk,channel_sk,customer_id,score,is_detractor,is_passive,is_promoter,comment
13000000444,20250824,2,90,8,0,1,0,Muy conforme con la calidad
13000000445,20250113,2,761,5,1,0,0,Tardó un poco más de lo esperado
13000000446,20250426,2,999,9,0,0,1,
13000000447,20250405,2,85,9,0,0,1,Entrega rápida y producto excelente
13000000448,20250725,2,405,8,0,1,0,Podría mejorar el empaque
13000000449,20241124,1,336,2,1,0,0,Muy conforme con la calidad
13000000450,20240707,2,179,9,0,0,1,Entrega rápida y producto excelente
13000000451,20240506,1,682,8,0,1,0,Entrega rápida y producto excelente
13000000452,20250603,1,862,8,0,1,0,Tardó un poco más de lo esperado
13000000453,20250416,2,1218,5,1,0,0,Todo perfecto
13000000454,20250610,2,31,7,0,1,0,Todo perfecto
13000000455,20250311,2,154,10,0,0,1,
13000000456,20250726,1,1049,10,0,0,1,Podría mejorar el empaque
13000000457,20250607,2,586,10,0,0,1,Atención muy buena
13000000458,20240907,1,425,10,0,0,1,Volvería a comprar
13000000459,20240312,2,1235,8,0,1,0,Podría mejorar el empaque
13000000460,20240522,2,52,10,0,0,1,Tardó un poco más de lo esperado
13000000461,20250108,1,78,3,1,0,0,Entrega rápida y producto excelente
13000000462,20241215,2,405,7,0,1,0,Entrega rápida y producto excelente
13000000463,20250607,1,381,7,0,1,0,Podría mejorar el empaque
13000000464,20241002,2,284,10,0,0,1,Podría mejorar el empaque
13000000465,20240422,2,867,0,1,0,0,Tardó un poco más de lo esperado
13000000466,20240915,2,626,8,0,1,0,
13000000467,20241129,2,195,9,0,0,1,Entrega rápida y producto excelente
13000000468,20240604,2,467,7,0,1,0,Tardó un poco más de lo esperado
13000000469,20250302,1,1107,7,0,1,0,Tardó un poco más de lo esperado
13000000470,20240125,2,580,8,0,1,0,Muy conforme con la calidad
13000000471,20240402,1,942,7,0,1,0,Todo perfecto
13000000472,20250628,1,1354,10,0,0,1,Podría mejorar el empaque
13000000473,20240209,2,540,4,1,0,0,Muy conforme con la calidad
13000000474,20250723,2,1161,6,1,0,0,Entrega rápida y producto excelente
13000000475,20250809,2,895,8,0,1,0,Todo perfecto
13000000476,20240716,2,399,6,1,0,0,
13000000477,20250808,2,77,10,0,0,1,Tardó un poco más de lo esperado
13000000478,20250827,1,754,0,1,0,0,
13000000479,20240818,2,1253,7,0,1,0,Podría mejorar el empaque
13000000480,20240717,2,1117,6,1,0,0,Muy conforme con la calidad
13000000481,20250722,2,413,6,1,0,0,Volvería a comprar
13000000482,20250608,1,40,8,0,1,0,Atención muy buena
13000000483,20241009,2,403,1,1,0,0,Entrega rápida y producto excelente
13000000484,20240827,2,1482,6,1,0,0,Todo perfecto
13000000485,20241222,2,790,9,0,0,1,Podría mejorar el empaque
13000000486,20240822,2,891,0,1,0,0,Entrega rápida y producto excelente
13000000487,20250611,1,819,7,0,1,0,Muy conforme con la calidad
13000000488,20240513,1,474,9,0,0,1,
13000000489,20250408,2,1332,8,0,1,0,Entrega rápida y producto excelente
13000000490,20250730,2,305,4,1,0,0,Todo perfecto
13000000491,20240410,1,400,7,0,1,0,Atención muy buena
13000000492,20241129,1,415,9,0,0,1,Todo perfecto
13000000493,20240117,1,739,9,0,0,1,Tardó un poco más de lo esperado
13000000494,20241216,2,45,4,1,0,0,Muy conforme con la calidad
13000000495,20240401,1,584,8,0,1,0,Todo perfecto
13000000496,20250314,2,305,9,0,0,1,Entrega rápida y producto excelente
13000000497,20250828,1,1061,4,1,0,0,Volvería a comprar
13000000498,20250420,1,1051,9,0,0,1,Todo perfecto
13000000499,20250818,2,981,8,0,1,0,Podría mejorar el empaque
13000000500,20240127,2,381,7,0,1,0,Entrega rápida y producto excelente
13000000501,20240518,2,866,2,1,0,0,Tardó un poco más de lo esperado
13000000502,20240604,2,323,9,0,0,1,Podría mejorar el empaque
13000000503,20240504,1,1223,8,0,1,0,Muy conforme con la calidad
13000000504,20250630,1,728,3,1,0,0,Podría mejorar el empaque
13000000505,20240523,2,176,8,0,1,0,Muy conforme con la calidad
13000000506,20240327,2,620,3,1,0,0,Atención muy buena
13000000507,20241114,1,11,8,0,1,0,Atención muy buena
13000000508,20251002,2,866,5,1,0,0,Podría mejorar el empaque
13000000509,20240117,2,609,9,0,0,1,Volvería a comprar
13000000510,20250210,2,662,6,1,0,0,Entrega rápida y producto excelente
13000000511,20250321,1,1304,3,1,0,0,Podría mejorar el empaque
13000000512,20241024,2,1358,5,1,0,0,Entrega rápida y producto excelente
13000000513,20241003,1,1396,8,0,1,0,Tardó un poco más de lo esperado
13000000514,20241201,2,921,7,0,1,0,Todo perfecto
13000000515,20240325,1,193,9,0,0,1,Todo perfecto
13000000516,20250307,2,1366,7,0,1,0,Podría mejorar el empaque
13000000517,20241229,1,4,8,0,1,0,
13000000518,20240402,2,373,4,1,0,0,Entrega rápida y producto excelente
13000000519,20250617,1,3,10,0,0,1,Todo perfecto
13000000520,20250622,1,156,2,1,0,0,Muy conforme con la calidad
13000000521,20250926,1,1274,6,1,0,0,Muy conforme con la calidad
13000000522,20250425,2,1200,9,0,0,1,Volvería a comprar
13000000523,20240305,1,1271,9,0,0,1,Podría mejorar el empaque
13000000524,20250614,2,1089,10,0,0,1,Todo perfecto
13000000525,20250909,1,1399,9,0,0,1,Entrega rápida y producto excelente
13000000526,20240708,2,20,8,0,1,0,Volvería a comprar
13000000527,20241212,1,874,9,0,0,1,Atención muy buena
13000000528,20241018,1,919,7,0,1,0,Tardó un poco más de lo esperado
13000000529,20250803,2,885,9,0,0,1,Podría mejorar el empaque
13000000530,20240818,1,123,2,1,0,0,Muy conforme con la calidad
13000000531,20240813,2,301,10,0,0,1,Todo perfecto
13000000532,20240924,2,1172,5,1,0,0,Todo perfecto
13000000533,20240823,1,1334,7,0,1,0,Todo perfecto
13000000534,20250822,1,1462,3,1,0,0,Volvería a comprar
13000000535,20241209,1,1393,8,0,1,0,Atención muy buena
13000000536,20240423,2,1220,10,0,0,1,Todo perfecto
13000000537,20250411,2,1355,0,1,0,0,Podría mejorar el empaque
13000000538,20240114,1,27,8,0,1,0,Tardó un poco más de lo esperado
13000000539,20240701,2,921,3,1,0,0,Volvería a comprar
13000000540,20240316,1,1469,9,0,0,1,Volvería a comprar
13000000541,20250629,2,1228,9,0,0,1,Muy conforme con la calidad
13000000542,20240526,1,1123,7,0,1,0,Tardó un poco más de lo esperado
13000000543,20250907,2,125,8,0,1,0,Entrega rápida y producto excelente
13000000544,20241017,2,476,9,0,0,1,
13000000545,20250616,2,833,5,1,0,0,Volvería a comprar
13000000546,20240320,2,253,10,0,0,1,Muy conforme con la calidad
13000000547,20240824,2,398,9,0,0,1,Podría mejorar el empaque
13000000548,20240119,1,253,9,0,0,1,Todo perfecto
13000000549,20240308,1,206,9,0,0,1,Atención muy buena
13000000550,20250910,2,899,8,0,1,0,Muy conforme con la calidad
13000000551,20250707,2,1254,3,1,0,0,Tardó un poco más de lo esperado
13000000552,20250518,1,1317,10,0,0,1,Podría mejorar el empaque
13000000553,20241119,2,466,8,0,1,0,
13000000554,20241119,2,191,9,0,0,1,Atención muy buena
13000000555,20240629,1,362,10,0,0,1,Muy conforme con la calidad
13000000556,20240508,2,263,7,0,1,0,
13000000557,20250309,1,1473,10,0,0,1,Entrega rápida y producto excelente
13000000558,20240725,2,1494,10,0,0,1,Muy conforme con la calidad
13000000559,20250719,2,359,3,1,0,0,Muy conforme con la calidad
13000000560,20250726,2,181,10,0,0,1,Todo perfecto
13000000561,20250402,2,682,10,0,0,1,Volvería a comprar
13000000562,20240530,2,1142,9,0,0,1,Entrega rápida y producto excelente
13000000563,20240518,2,475,8,0,1,0,Entrega rápida y producto excelente
13000000564,20241224,2,541,10,0,0,1,Atención muy buena
13000000565,20250622,2,1344,10,0,0,1,Todo perfecto
13000000566,20240726,1,561,10,0,0,1,Muy conforme con la calidad
13000000567,20240223,1,981,8,0,1,0,Podría mejorar el empaque
13000000568,20240421,2,311,7,0,1,0,Muy conforme con la calidad
13000000569,20250515,1,1007,7,0,1,0,Atención muy buena
13000000570,20250916,1,952,6,1,0,0,
13000000571,20240522,2,1464,8,0,1,0,Atención muy buena
13000000572,20240619,1,863,9,0,0,1,Todo perfecto
13000000573,20250208,1,724,6,1,0,0,Todo perfecto
13000000574,20240315,2,612,7,0,1,0,Atención muy buena
13000000575,20240305,2,382,5,1,0,0,Entrega rápida y producto excelente
13000000576,20240114,2,311,8,0,1,0,Todo perfecto
13000000577,20251005,1,1041,9,0,0,1,Podría mejorar el empaque
13000000578,20250920,2,816,7,0,1,0,Atención muy buena
13000000579,20250924,1,189,6,1,0,0,Volvería a comprar
13000000580,20240813,1,1133,0,1,0,0,Todo perfecto
13000000581,20240928,2,1095,7,0,1,0,Volvería a comprar
13000000582,20250828,1,468,1,1,0,0,Todo perfecto
13000000583,20250223,1,416,1,1,0,0,Muy conforme con la calidad
13000000584,20250519,2,707,10,0,0,1,Volvería a comprar
13000000585,20240419,2,1375,7,0,1,0,Atención muy buena
13000000586,20250616,1,689,7,0,1,0,Atención muy buena
13000000587,20250404,1,759,7,0,1,0,Atención muy buena
13000000588,20250421,1,152,7,0,1,0,Atención muy buena
13000000589,20250618,1,724,5,1,0,0,Tardó un poco más de lo esperado
13000000590,20240824,2,495,6,1,0,0,Muy conforme con la calidad
13000000591,20240304,2,1104,4,1,0,0,
13000000592,20240823,2,1158,0,1,0,0,
13000000593,20250619,2,932,9,0,0,1,Todo perfecto
13000000594,20240905,2,150,2,1,0,0,Volvería a comprar
13000000595,20240320,1,323,2,1,0,0,Podría mejorar el empaque
13000000596,20240324,2,536,5,1,0,0,Atención muy buena
13000000597,20250622,2,1245,10,0,0,1,Todo perfecto
13000000598,20250803,2,1284,6,1,0,0,Podría mejorar el empaque
13000000599,20250409,2,1168,3,1,0,0,Muy conforme con la calidad
13000000600,20240113,2,1346,10,0,0,1,Podría mejorar el empaque
13000000601,20240712,2,213,7,0,1,0,Muy conforme con la calidad
13000000602,20240709,1,311,7,0,1,0,Atención muy buena
13000000603,20240130,1,32,9,0,0,1,Entrega rápida y producto excelente
13000000604,20240212,2,606,7,0,1,0,Atención muy buena
13000000605,20241010,1,1309,9,0,0,1,Volvería a comprar
13000000606,20240322,2,833,7,0,1,0,Volvería a comprar
13000000607,20241124,1,1123,9,0,0,1,Entrega rápida y producto excelente
13000000608,20250731,1,878,8,0,1,0,Tardó un poco más de lo esperado
13000000609,20250621,1,1317,8,0,1,0,
13000000610,20250529,1,218,9,0,0,1,Entrega rápida y producto excelente
13000000611,20250927,2,1456,8,0,1,0,Volvería a comprar
13000000612,20240820,2,987,9,0,0,1,Muy conforme con la calidad
13000000613,20240111,1,75,10,0,0,1,Volvería a comprar
13000000614,20250501,1,649,1,1,0,0,Volvería a comprar
13000000615,20250514,2,1095,6,1,0,0,Atención muy buena
13000000616,20240206,1,1136,9,0,0,1,Tardó un poco más de lo esperado
13000000617,20240610,2,1046,7,0,1,0,Atención muy buena
13000000618,20240830,1,1339,8,0,1,0,Todo perfecto
13000000619,20250323,2,724,3,1,0,0,Volvería a comprar
13000000620,20250814,1,32,0,1,0,0,Muy conforme con la calidad
13000000621,20240622,2,728,8,0,1,0,Atención muy buena
13000000622,20250711,2,299,7,0,1,0,Atención muy buena
13000000623,20250112,2,299,5,1,0,0,Muy conforme con la calidad
13000000624,20250412,2,404,7,0,1,0,Podría mejorar el empaque
13000000625,20250421,1,138,10,0,0,1,Muy conforme con la calidad
13000000626,20250410,2,1270,9,0,0,1,Entrega rápida y producto excelente
13000000627,20240514,2,1116,7,0,1,0,Todo perfecto
13000000628,20240816,2,239,5,1,0,0,Entrega rápida y producto excelente
13000000629,20240706,1,849,10,0,0,1,Volvería a comprar
13000000630,20240824,1,1432,9,0,0,1,Volvería a comprar
13000000631,20241217,1,109,0,1,0,0,Entrega rápida y producto excelente
13000000632,20240113,1,117,9,0,0,1,Volvería a comprar
13000000633,20250402,1,1007,2,1,0,0,Podría mejorar el empaque
13000000634,20241121,1,473,9,0,0,1,Atención muy buena
13000000635,20250430,2,188,9,0,0,1,Todo perfecto
13000000636,20250306,2,960,9,0,0,1,Podría mejorar el empaque
13000000637,20240320,2,298,9,0,0,1,Todo perfecto
13000000638,20250912,2,1146,10,0,0,1,Tardó un poco más de lo esperado
13000000639,20241007,2,790,10,0,0,1,Muy conforme con la calidad
13000000640,20240509,2,114,10,0,0,1,Atención muy buena
13000000641,20250424,2,778,8,0,1,0,Muy conforme con la calidad
13000000642,20250530,2,1380,2,1,0,0,
13000000643,20251002,1,1265,8,0,1,0,
13000000644,20250316,2,171,7,0,1,0,Muy conforme con la calidad
13000000645,20250502,2,384,6,1,0,0,Podría mejorar el empaque
13000000646,20250407,2,917,9,0,0,1,Tardó un poco más de lo esperado
13000000647,20250706,1,1262,0,1,0,0,Tardó un poco más de lo esperado
13000000648,20240918,2,1174,6,1,0,0,Atención muy buena
13000000649,20240128,2,312,10,0,0,1,Todo perfecto
13000000650,20241226,2,1107,6,1,0,0,Podría mejorar el empaque
13000000651,20240725,2,786,8,0,1,0,Entrega rápida y producto excelente
13000000652,20250406,2,956,6,1,0,0,Muy conforme con la calidad
13000000653,20250322,1,227,7,0,1,0,Muy conforme con la calidad
13000000654,20240527,2,1339,9,0,0,1,Entrega rápida y producto excelente
13000000655,20250202,2,79,6,1,0,0,
13000000656,20240603,2,515,9,0,0,1,Volvería a comprar
13000000657,20250324,2,1098,8,0,1,0,
13000000658,20240922,2,254,6,1,0,0,Todo perfecto
13000000659,20250517,2,1459,1,1,0,0,Todo perfecto
13000000660,20250609,1,688,8,0,1,0,Muy conforme con la calidad
13000000661,20240310,1,1356,7,0,1,0,Atención muy buena
13000000662,20240119,1,1409,1,1,0,0,Podría mejorar el empaque
13000000663,20241104,2,512,9,0,0,1,Tardó un poco más de lo esperado
13000000664,20250409,2,284,7,0,1,0,Todo perfecto
13000000665,20250418,1,79,2,1,0,0,Muy conforme con la calidad
13000000666,20250928,2,1246,7,0,1,0,Volvería a comprar
13000000667,20250426,1,343,7,0,1,0,Entrega rápida y producto excelente
13000000668,20250330,2,387,7,0,1,0,
13000000669,20240214,1,682,8,0,1,0,Entrega rápida y producto excelente
13000000670,20250328,2,778,7,0,1,0,Tardó un poco más de lo esperado
13000000671,20250517,2,507,6,1,0,0,
13000000672,20240226,2,640,10,0,0,1,Volvería a comprar
13000000673,20250415,2,1249,7,0,1,0,Todo perfecto
13000000674,20240817,2,958,8,0,1,0,Volvería a comprar
13000000675,20240307,2,1259,7,0,1,0,Podría mejorar el empaque
13000000676,20240329,2,1441,10,0,0,1,Volvería a comprar
13000000677,20250713,1,379,9,0,0,1,Podría mejorar el empaque
13000000678,20241227,2,115,7,0,1,0,Atención muy buena
13000000679,20240123,1,1496,8,0,1,0,
13000000680,20240310,2,1435,7,0,1,0,Muy conforme con la calidad
13000000681,20240527,2,1271,3,1,0,0,Podría mejorar el empaque
13000000682,20240422,2,643,9,0,0,1,Volvería a comprar
13000000683,20250113,1,1006,6,1,0,0,Volvería a comprar
13000000684,20240621,2,672,10,0,0,1,Entrega rápida y producto excelente
13000000685,20250114,2,439,0,1,0,0,Todo perfecto
13000000686,20240306,2,928,1,1,0,0,Tardó un poco más de lo esperado
13000000687,20240329,2,705,6,1,0,0,Todo perfecto
13000000688,20250812,1,717,8,0,1,0,Podría mejorar el empaque
13000000689,20240127,1,622,7,0,1,0,Podría mejorar el empaque
13000000690,20240601,1,90,7,0,1,0,Tardó un poco más de lo esperado
13000000691,20250409,1,1101,10,0,0,1,
13000000692,20241101,2,1362,9,0,0,1,Tardó un poco más de lo esperado
13000000693,20241020,1,644,9,0,0,1,Volvería a comprar
13000000694,20250919,2,265,9,0,0,1,Muy conforme con la calidad
13000000695,20250408,2,506,8,0,1,0,
13000000696,20250414,2,737,0,1,0,0,
13000000697,20240924,2,1294,10,0,0,1,Podría mejorar el empaque
13000000698,20250508,2,204,8,0,1,0,Entrega rápida y producto excelente
13000000699,20241014,2,1246,10,0,0,1,Volvería a comprar
13000000700,20240801,2,314,1,1,0,0,Tardó un poco más de lo esperado
13000000701,20250819,1,614,10,0,0,1,Muy conforme con la calidad
13000000702,20250122,1,497,8,0,1,0,Volvería a comprar
13000000703,20240622,1,1267,8,0,1,0,Volvería a comprar
13000000704,20240426,2,768,8,0,1,0,Atención muy buena
13000000705,20240819,1,886,3,1,0,0,Muy conforme con la calidad
13000000706,20240128,2,1173,1,1,0,0,
13000000707,20250718,2,561,10,0,0,1,Volvería a comprar
13000000708,20240212,1,59,10,0,0,1,Todo perfecto
13000000709,20250502,1,951,6,1,0,0,Podría mejorar el empaque
13000000710,20241128,2,790,9,0,0,1,
13000000711,20250809,2,412,6,1,0,0,Atención muy buena
13000000712,20240227,1,1250,3,1,0,0,Tardó un poco más de lo esperado
13000000713,20250113,2,146,9,0,0,1,Tardó un poco más de lo esperado
13000000714,20240816,1,670,9,0,0,1,Todo perfecto
13000000715,20240303,2,595,9,0,0,1,Todo perfecto
13000000716,20241110,2,1027,9,0,0,1,Volvería a comprar
13000000717,20240808,1,1183,9,0,0,1,Tardó un poco más de lo esperado
13000000718,20250729,2,655,9,0,0,1,Todo perfecto
13000000719,20240410,2,287,9,0,0,1,Volvería a comprar
13000000720,20250726,1,489,10,0,0,1,Todo perfecto
13000000721,20250717,2,897,9,0,0,1,Entrega rápida y producto excelente
13000000722,20240227,2,1094,7,0,1,0,Podría mejorar el empaque
13000000723,20241220,1,713,7,0,1,0,Podría mejorar el empaque
13000000724,20241020,1,1222,6,1,0,0,Atención muy buena
13000000725,20250724,2,176,7,0,1,0,
13000000726,20241217,1,1373,9,0,0,1,Muy conforme con la calidad
13000000727,20240811,1,613,3,1,0,0,Tardó un poco más de lo esperado
13000000728,20240206,1,1082,9,0,0,1,Todo perfecto
13000000729,20250611,2,790,5,1,0,0,Tardó un poco más de lo esperado
13000000730,20240907,2,173,9,0,0,1,Atención muy buena
13000000731,20250903,2,800,5,1,0,0,Muy conforme con la calidad
13000000732,20250224,1,1014,0,1,0,0,Muy conforme con la calidad
13000000733,20240116,2,719,8,0,1,0,Entrega rápida y producto excelente
13000000734,20250403,1,1247,7,0,1,0,
13000000735,20241226,2,882,8,0,1,0,
13000000736,20250213,2,281,7,0,1,0,Tardó un poco más de lo esperado
13000000737,20241025,1,1014,6,1,0,0,Entrega rápida y producto excelente
13000000738,20241020,2,621,4,1,0,0,Tardó un poco más de lo esperado
13000000739,20250608,2,441,7,0,1,0,Muy conforme con la calidad
13000000740,20240522,1,1062,9,0,0,1,
13000000741,20250821,2,952,10,0,0,1,Tardó un poco más de lo esperado
13000000742,20240704,2,496,6,1,0,0,Entrega rápida y producto excelente
13000000743,20240612,2,338,5,1,0,0,Muy conforme con la calidad
13000000744,20240522,2,192,7,0,1,0,Volvería a comprar
13000000745,20240422,2,292,10,0,0,1,
13000000746,20250521,1,483,10,0,0,1,
13000000747,20250506,2,1356,3,1,0,0,Tardó un poco más de lo esperado
13000000748,20250904,1,1234,8,0,1,0,
13000000749,20250919,2,359,9,0,0,1,Entrega rápida y producto excelente
13000000750,20240309,2,671,8,0,1,0,Volvería a comprar
13000000751,20240504,1,595,9,0,0,1,
13000000752,20250530,1,1405,7,0,1,0,Entrega rápida y producto excelente
13000000753,20250118,2,1230,5,1,0,0,
13000000754,20251005,2,173,7,0,1,0,Todo perfecto
13000000755,20250221,1,130,0,1,0,0,Muy conforme con la calidad
13000000756,20240909,2,1134,9,0,0,1,
13000000757,20250525,2,132,8,0,1,0,Muy conforme con la calidad
13000000758,20240610,1,74,0,1,0,0,Todo perfecto
13000000759,20240417,1,147,5,1,0,0,Todo perfecto
13000000760,20250408,2,791,10,0,0,1,
13000000761,20240728,2,849,10,0,0,1,
13000000762,20240305,2,84,8,0,1,0,Tardó un poco más de lo esperado
13000000763,20250917,1,1313,7,0,1,0,Entrega rápida y producto excelente
13000000764,20250804,1,930,9,0,0,1,Atención muy buena
13000000765,20240708,1,160,3,1,0,0,Entrega rápida y producto excelente
13000000766,20250918,1,1128,10,0,0,1,
13000000767,20250413,2,1029,8,0,1,0,Todo perfecto
13000000768,20240809,2,185,10,0,0,1,Todo perfecto
13000000769,20240609,1,1144,8,0,1,0,Podría mejorar el empaque
13000000770,20240815,2,930,6,1,0,0,Atención muy buena
13000000771,20250908,2,774,10,0,0,1,Tardó un poco más de lo esperado
13000000772,20240822,1,688,1,1,0,0,Podría mejorar el empaque
13000000773,20240409,2,433,9,0,0,1,Tardó un poco más de lo esperado
13000000774,20250321,2,249,9,0,0,1,Entrega rápida y producto excelente
13000000775,20250303,1,279,0,1,0,0,Muy conforme con la calidad
13000000776,20240906,2,1452,9,0,0,1,
13000000777,20240117,1,1223,8,0,1,0,Todo perfecto
13000000778,20241005,2,1385,10,0,0,1,Entrega rápida y producto excelente
13000000779,20250808,2,722,9,0,0,1,Atención muy buena
13000000780,20240530,1,1085,6,1,0,0,Muy conforme con la calidad
13000000781,20250816,2,378,3,1,0,0,Volvería a comprar
13000000782,20241202,2,54,3,1,0,0,Podría mejorar el empaque
13000000783,20240621,1,727,6,1,0,0,Podría mejorar el empaque
13000000784,20250526,2,1398,9,0,0,1,Todo perfecto
13000000785,20250916,2,1406,4,1,0,0,Podría mejorar el empaque
13000000786,20250426,2,591,10,0,0,1,Todo perfecto
13000000787,20240402,1,10,9,0,0,1,Tardó un poco más de lo esperado
13000000788,20240908,2,877,2,1,0,0,
13000000789,20241128,1,522,8,0,1,0,Muy conforme con la calidad
13000000790,20240826,1,203,7,0,1,0,Entrega rápida y producto excelente
13000000791,20241027,1,1049,10,0,0,1,Entrega rápida y producto excelente
13000000792,20250928,1,855,8,0,1,0,Volvería a comprar
13000000793,20240122,2,584,7,0,1,0,Entrega rápida y producto excelente
13000000794,20240823,1,1387,5,1,0,0,
13000000795,20241206,2,571,10,0,0,1,Todo perfecto
13000000796,20250609,1,791,6,1,0,0,Muy conforme con la calidad
13000000797,20241222,1,106,7,0,1,0,Tardó un poco más de lo esperado
13000000798,20240429,1,1114,10,0,0,1,
13000000799,20241229,2,397,5,1,0,0,Volvería a comprar
13000000800,20250519,1,46,9,0,0,1,Volvería a comprar
13000000801,20241228,1,1260,8,0,1,0,Muy conforme con la calidad
13000000802,20241107,1,1473,6,1,0,0,Podría mejorar el empaque
13000000803,20250425,2,582,10,0,0,1,
13000000804,20240326,2,323,8,0,1,0,Atención muy buena
13000000805,20240508,2,203,7,0,1,0,Tardó un poco más de lo esperado
13000000806,20250513,2,1180,8,0,1,0,Tardó un poco más de lo esperado
13000000807,20250119,1,358,6,1,0,0,Entrega rápida y producto excelente
13000000808,20250515,2,922,8,0,1,0,Volvería a comprar
13000000809,20250225,1,645,4,1,0,0,Entrega rápida y producto excelente
13000000810,20250212,2,582,7,0,1,0,Atención muy buena
13000000811,20250920,1,783,2,1,0,0,Podría mejorar el empaque
13000000812,20240123,2,852,0,1,0,0,Atención muy buena
13000000813,20250809,2,513,2,1,0,0,Entrega rápida y producto excelente
13000000814,20240314,2,169,8,0,1,0,Entrega rápida y producto excelente
13000000815,20240501,2,1209,10,0,0,1,
13000000816,20250930,2,147,9,0,0,1,Muy conforme con la calidad
13000000817,20250207,2,185,6,1,0,0,Podría mejorar el empaque
13000000818,20241027,1,739,10,0,0,1,Volvería a comprar
13000000819,20250122,1,1470,7,0,1,0,Atención muy buena
13000000820,20250213,2,198,8,0,1,0,Muy conforme con la calidad
13000000821,20240312,2,884,8,0,1,0,Todo perfecto
13000000822,20241119,2,457,10,0,0,1,Podría mejorar el empaque
13000000823,20241226,2,1184,10,0,0,1,Podría mejorar el empaque
13000000824,20250527,1,221,7,0,1,0,Entrega rápida y producto excelente
13000000825,20240829,1,117,10,0,0,1,Volvería a comprar
13000000826,20240717,1,703,6,1,0,0,Todo perfecto
13000000827,20251004,2,58,10,0,0,1,Podría mejorar el empaque
13000000828,20250506,2,840,8,0,1,0,Volvería a comprar
13000000829,20250205,1,634,8,0,1,0,Volvería a comprar
13000000830,20241109,1,914,9,0,0,1,Atención muy buena
13000000831,20250505,2,1281,8,0,1,0,Atención muy buena
13000000832,20240118,1,852,5,1,0,0,Atención muy buena
13000000833,20240321,1,1336,7,0,1,0,Tardó un poco más de lo esperado
13000000834,20251009,2,1264,1,1,0,0,Volvería a comprar
13000000835,20250201,2,140,1,1,0,0,
13000000836,20240612,2,162,9,0,0,1,Podría mejorar el empaque
13000000837,20240502,2,460,8,0,1,0,Volvería a comprar
13000000838,20241108,2,1392,5,1,0,0,Podría mejorar el empaque
13000000839,20241109,1,4,9,0,0,1,Entrega rápida y producto excelente
13000000840,20241130,1,1372,8,0,1,0,
13000000841,20250726,1,921,7,0,1,0,Atención muy buena
13000000842,20241002,2,880,8,0,1,0,Todo perfecto
13000000843,20240531,1,603,10,0,0,1,Todo perfecto
13000000844,20250219,2,389,5,1,0,0,Muy conforme con la calidad
13000000845,20240209,1,769,8,0,1,0,Podría mejorar el empaque
13000000846,20240823,1,1480,9,0,0,1,Podría mejorar el empaque
13000000847,20250620,2,1352,1,1,0,0,Todo perfecto
13000000848,20240531,2,1081,6,1,0,0,Todo perfecto
13000000849,20250811,1,1318,10,0,0,1,Volvería a comprar
13000000850,20240112,1,1129,8,0,1,0,Muy conforme con la calidad
13000000851,20250730,2,495,7,0,1,0,Muy conforme con la calidad
13000000852,20240325,2,586,10,0,0,1,Entrega rápida y producto excelente
13000000853,20240425,2,554,7,0,1,0,Entrega rápida y producto excelente
13000000854,20250922,2,440,1,1,0,0,Muy conforme con la calidad
13000000855,20241231,2,212,8,0,1,0,Entrega rápida y producto excelente
13000000856,20250518,2,538,8,0,1,0,Muy conforme con la calidad
13000000857,20250730,1,588,0,1,0,0,Atención muy buena
13000000858,20250805,2,1135,7,0,1,0,Atención muy buena
13000000859,20240624,2,452,7,0,1,0,Podría mejorar el empaque
13000000860,20250219,2,26,5,1,0,0,Entrega rápida y producto excelente
13000000861,20240907,1,33,10,0,0,1,Muy conforme con la calidad
13000000862,20250513,2,229,9,0,0,1,Entrega rápida y producto excelente
13000000863,20240307,2,1155,10,0,0,1,Volvería a comprar
13000000864,20250902,2,843,6,1,0,0,Muy conforme con la calidad
13000000865,20240513,1,570,8,0,1,0,Tardó un poco más de lo esperado
13000000866,20250528,2,1208,8,0,1,0,Tardó un poco más de lo esperado
13000000867,20250509,2,275,7,0,1,0,Entrega rápida y producto excelente
13000000868,20250413,2,529,6,1,0,0,Tardó un poco más de lo esperado
13000000869,20250323,1,599,10,0,0,1,Atención muy buena
13000000870,20250119,2,333,5,1,0,0,Todo perfecto
13000000871,20240422,2,6,9,0,0,1,Muy conforme con la calidad
13000000872,20250511,2,549,9,0,0,1,Atención muy buena
13000000873,20250326,1,1427,6,1,0,0,Muy conforme con la calidad
13000000874,20241009,2,1237,7,0,1,0,Entrega rápida y producto excelente
13000000875,20250226,1,432,8,0,1,0,Volvería a comprar
13000000876,20250502,2,657,7,0,1,0,Tardó un poco más de lo esperado
13000000877,20250422,2,730,9,0,0,1,Todo perfecto
13000000878,20241012,1,824,7,0,1,0,Tardó un poco más de lo esperado
13000000879,20250302,2,1001,9,0,0,1,
13000000880,20250510,2,188,8,0,1,0,Atención muy buena
13000000881,20250711,2,965,6,1,0,0,
13000000882,20250929,2,717,9,0,0,1,Tardó un poco más de lo esperado
13000000883,20240306,1,1085,9,0,0,1,Tardó un poco más de lo esperado
13000000884,20241009,2,765,9,0,0,1,Tardó un poco más de lo esperado
13000000885,20250628,1,484,2,1,0,0,Volvería a comprar
13000000886,20251002,2,931,6,1,0,0,Atención muy buena
13000000887,20250905,2,417,10,0,0,1,Tardó un poco más de lo esperado
13000000888,20241016,1,801,10,0,0,1,Tardó un poco más de lo esperado
