shipment_id,order_id,shipped_date_sk,delivered_date_sk,carrier,status,lead_time_days,province_sk
9000003149,1000003149,20240926,20240930,Correo Argentino,DELIVERED,4.0,1
9000003150,1000003150,20250731,20250801,PICKUP,DELIVERED,1.0,1
9000003151,1000003151,20250718,20250719,PICKUP,DELIVERED,1.0,1
9000003152,1000003152,,,Correo Argentino,CANCELLED,,3
9000003153,1000003153,20250424,20250428,Correo Argentino,DELIVERED,4.0,1
9000003154,1000003154,20240807,20240808,PICKUP,DELIVERED,1.0,3
9000003155,1000003155,20250603,20250604,PICKUP,DELIVERED,1.0,1
9000003156,1000003156,20250325,20250329,Correo Argentino,DELIVERED,4.0,1
9000003157,1000003157,20240915,20240916,PICKUP,DELIVERED,1.0,4
9000003158,1000003158,20240223,20240226,Correo Argentino,DELIVERED,3.0,1
9000003159,1000003159,,,Correo Argentino,CANCELLED,,4
9000003160,1000003160,20240718,20240721,Correo Argentino,DELIVERED,3.0,2
9000003161,1000003161,20250616,20250617,PICKUP,DELIVERED,1.0,4
9000003162,1000003162,20240614,20240615,PICKUP,DELIVERED,1.0,3
9000003163,1000003163,20240531,20240603,Correo Argentino,DELIVERED,3.0,2
9000003164,1000003164,20250305,20250310,Correo Argentino,DELIVERED,5.0,1
9000003165,1000003165,20240611,20240613,Correo Argentino,READY,2.0,4
9000003166,1000003166,20250713,20250718,Correo Argentino,DELIVERED,5.0,2
9000003167,1000003167,20250413,20250414,PICKUP,DELIVERED,1.0,4
9000003168,1000003168,20240619,20240622,Correo Argentino,SHIPPED,3.0,2
9000003169,1000003169,20250521,20250525,Correo Argentino,DELIVERED,4.0,1
9000003170,1000003170,20240516,20240519,Correo Argentino,DELIVERED,3.0,2
9000003171,1000003171,,,Correo Argentino,CANCELLED,,1
9000003172,1000003172,20240902,20240903,PICKUP,DELIVERED,1.0,1
9000003173,1000003173,20240624,20240629,Correo Argentino,READY,5.0,4
9000003174,1000003174,20241219,20241223,Correo Argentino,DELIVERED,4.0,1
9000003175,1000003175,20240915,20240918,Correo Argentino,DELIVERED,3.0,4
9000003176,1000003176,20250804,20250805,PICKUP,DELIVERED,1.0,1
9000003177,1000003177,20250822,20250823,PICKUP,DELIVERED,1.0,4
9000003178,1000003178,20241007,20241008,PICKUP,SHIPPED,1.0,3
9000003179,1000003179,20250214,20250216,Correo Argentino,DELIVERED,2.0,4
9000003180,1000003180,20240803,20240804,PICKUP,DELIVERED,1.0,1
9000003181,1000003181,20250706,20250707,PICKUP,DELIVERED,1.0,4
9000003182,1000003182,20250623,20250628,Correo Argentino,SHIPPED,5.0,1
9000003183,1000003183,20241110,20241114,Correo Argentino,DELIVERED,4.0,2
9000003184,1000003184,,,Correo Argentino,CANCELLED,,1
9000003185,1000003185,20250714,20250715,PICKUP,DELIVERED,1.0,2
9000003186,1000003186,20241017,20241022,Correo Argentino,DELIVERED,5.0,1
9000003187,1000003187,20250827,20250901,Correo Argentino,DELIVERED,5.0,1
9000003188,1000003188,,,Correo Argentino,CANCELLED,,2
9000003189,1000003189,20250613,20250614,PICKUP,DELIVERED,1.0,2
9000003190,1000003190,20250419,20250420,PICKUP,DELIVERED,1.0,2
9000003191,1000003191,20240815,20240820,Correo Argentino,DELIVERED,5.0,3
9000003192,1000003192,20250313,20250314,PICKUP,SHIPPED,1.0,4
9000003193,1000003193,20240820,20240822,Correo Argentino,SHIPPED,2.0,2
9000003194,1000003194,20240719,20240720,PICKUP,DELIVERED,1.0,4
9000003195,1000003195,20240201,20240206,Correo Argentino,DELIVERED,5.0,1
9000003196,1000003196,20241029,20241030,PICKUP,DELIVERED,1.0,1
9000003197,1000003197,20241003,20241006,Correo Argentino,SHIPPED,3.0,4
9000003198,1000003198,20250617,20250624,Correo Argentino,DELIVERED,7.0,3
9000003199,1000003199,20240525,20240526,PICKUP,DELIVERED,1.0,4
9000003200,1000003200,20240822,20240827,Correo Argentino,DELIVERED,5.0,4
9000003201,1000003201,,,PICKUP,CANCELLED,,1
9000003202,1000003202,20250221,20250226,Correo Argentino,DELIVERED,5.0,1
9000003203,1000003203,20250614,20250617,Correo Argentino,DELIVERED,3.0,1
9000003204,1000003204,20240725,20240728,Correo Argentino,DELIVERED,3.0,1
9000003205,1000003205,20240813,20240814,PICKUP,DELIVERED,1.0,1
9000003206,1000003206,20250602,20250607,Correo Argentino,DELIVERED,5.0,1
9000003207,1000003207,20250216,20250220,Correo Argentino,DELIVERED,4.0,1
9000003208,1000003208,20240314,20240318,Correo Argentino,DELIVERED,4.0,1
9000003209,1000003209,20250903,20250906,Correo Argentino,DELIVERED,3.0,1
9000003210,1000003210,20250817,20250818,PICKUP,DELIVERED,1.0,1
9000003211,1000003211,20250915,20250919,Correo Argentino,DELIVERED,4.0,2
9000003212,1000003212,20240608,20240611,Correo Argentino,DELIVERED,3.0,2
9000003213,1000003213,20250214,20250216,Correo Argentino,DELIVERED,2.0,1
9000003214,1000003214,20241213,20241216,Correo Argentino,SHIPPED,3.0,2
9000003215,1000003215,20240205,20240207,Correo Argentino,DELIVERED,2.0,2
9000003216,1000003216,20250717,20250722,Correo Argentino,DELIVERED,5.0,1
9000003217,1000003217,20240103,20240107,Correo Argentino,DELIVERED,4.0,4
9000003218,1000003218,,,Correo Argentino,CANCELLED,,2
9000003219,1000003219,20240712,20240719,Correo Argentino,DELIVERED,7.0,3
9000003220,1000003220,20250816,20250820,Correo Argentino,DELIVERED,4.0,1
9000003221,1000003221,,,Correo Argentino,CANCELLED,,2
9000003222,1000003222,20250806,20250807,PICKUP,DELIVERED,1.0,1
9000003223,1000003223,20240521,20240524,Correo Argentino,DELIVERED,3.0,1
9000003224,1000003224,20250626,20250627,PICKUP,SHIPPED,1.0,2
9000003225,1000003225,20250302,20250303,PICKUP,DELIVERED,1.0,4
9000003226,1000003226,20240807,20240808,PICKUP,SHIPPED,1.0,4
9000003227,1000003227,20250208,20250211,Correo Argentino,DELIVERED,3.0,2
9000003228,1000003228,20250223,20250224,PICKUP,DELIVERED,1.0,3
9000003229,1000003229,20240412,20240419,Correo Argentino,DELIVERED,7.0,3
9000003230,1000003230,,,Correo Argentino,CANCELLED,,1
9000003231,1000003231,,,Correo Argentino,CANCELLED,,1
9000003232,1000003232,20240417,20240418,PICKUP,DELIVERED,1.0,3
9000003233,1000003233,20250901,20250902,PICKUP,DELIVERED,1.0,4
9000003234,1000003234,20250302,20250303,PICKUP,DELIVERED,1.0,2
9000003235,1000003235,20250128,20250129,PICKUP,DELIVERED,1.0,3
9000003236,1000003236,20240825,20240826,PICKUP,DELIVERED,1.0,2
9000003237,1000003237,20240914,20240917,Correo Argentino,DELIVERED,3.0,1
9000003238,1000003238,20240429,20240430,PICKUP,DELIVERED,1.0,1
9000003239,1000003239,20240226,20240228,Correo Argentino,DELIVERED,2.0,2
9000003240,1000003240,20240706,20240707,PICKUP,DELIVERED,1.0,1
9000003241,1000003241,20240927,20241002,Correo Argentino,DELIVERED,5.0,1
9000003242,1000003242,20240722,20240724,Correo Argentino,DELIVERED,2.0,4
9000003243,1000003243,,,Correo Argentino,CANCELLED,,4
9000003244,1000003244,20250703,20250704,PICKUP,DELIVERED,1.0,2
9000003245,1000003245,20250319,20250324,Correo Argentino,DELIVERED,5.0,1
9000003246,1000003246,20240121,20240122,PICKUP,DELIVERED,1.0,4
9000003247,1000003247,20240607,20240611,Correo Argentino,DELIVERED,4.0,2
9000003248,1000003248,20250421,20250425,Correo Argentino,SHIPPED,4.0,1
9000003249,1000003249,20250523,20250525,Correo Argentino,DELIVERED,2.0,1
9000003250,1000003250,20241125,20241126,PICKUP,DELIVERED,1.0,4
9000003251,1000003251,,,PICKUP,CANCELLED,,4
9000003252,1000003252,20240507,20240511,Correo Argentino,DELIVERED,4.0,1
9000003253,1000003253,20240125,20240126,PICKUP,DELIVERED,1.0,1
9000003254,1000003254,20250829,20250902,Correo Argentino,DELIVERED,4.0,1
9000003255,1000003255,,,Correo Argentino,CANCELLED,,2
9000003256,1000003256,20240504,20240505,PICKUP,DELIVERED,1.0,1
9000003257,1000003257,20250522,20250525,Correo Argentino,DELIVERED,3.0,1
9000003258,1000003258,20240201,20240202,PICKUP,DELIVERED,1.0,4
9000003259,1000003259,20250219,20250221,Correo Argentino,DELIVERED,2.0,2
9000003260,1000003260,20240227,20240228,PICKUP,DELIVERED,1.0,3
9000003261,1000003261,20250914,20250919,Correo Argentino,DELIVERED,5.0,2
9000003262,1000003262,20240405,20240407,Correo Argentino,DELIVERED,2.0,4
9000003263,1000003263,20240608,20240609,PICKUP,SHIPPED,1.0,3
9000003264,1000003264,20240419,20240421,Correo Argentino,SHIPPED,2.0,1
9000003265,1000003265,20240515,20240519,Correo Argentino,DELIVERED,4.0,2
9000003266,1000003266,20250808,20250813,Correo Argentino,DELIVERED,5.0,4
9000003267,1000003267,20250819,20250820,PICKUP,DELIVERED,1.0,1
9000003268,1000003268,20240424,20240429,Correo Argentino,DELIVERED,5.0,2
9000003269,1000003269,20250824,20250825,PICKUP,DELIVERED,1.0,4
9000003270,1000003270,20250709,20250710,PICKUP,DELIVERED,1.0,1
9000003271,1000003271,20241024,20241025,PICKUP,DELIVERED,1.0,4
9000003272,1000003272,20250101,20250105,Correo Argentino,DELIVERED,4.0,4
9000003273,1000003273,20240417,20240418,PICKUP,DELIVERED,1.0,1
9000003274,1000003274,20250708,20250709,PICKUP,DELIVERED,1.0,1
9000003275,1000003275,20250705,20250710,Correo Argentino,DELIVERED,5.0,4
9000003276,1000003276,20250325,20250326,PICKUP,DELIVERED,1.0,3
9000003277,1000003277,20250424,20250428,Correo Argentino,DELIVERED,4.0,2
9000003278,1000003278,20250602,20250605,Correo Argentino,DELIVERED,3.0,4
9000003279,1000003279,20250929,20250930,PICKUP,DELIVERED,1.0,3
9000003280,1000003280,20240430,20240504,Correo Argentino,DELIVERED,4.0,4
9000003281,1000003281,20250116,20250121,Correo Argentino,DELIVERED,5.0,1
9000003282,1000003282,20241024,20241027,Correo Argentino,SHIPPED,3.0,1
9000003283,1000003283,20241230,20250105,Correo Argentino,DELIVERED,6.0,3
9000003284,1000003284,20241109,20241112,Correo Argentino,DELIVERED,3.0,2
9000003285,1000003285,20240509,20240511,Correo Argentino,DELIVERED,2.0,1
9000003286,1000003286,20240620,20240625,Correo Argentino,DELIVERED,5.0,1
9000003287,1000003287,20241221,20241222,PICKUP,DELIVERED,1.0,4
9000003288,1000003288,20250915,20250916,PICKUP,DELIVERED,1.0,4
9000003289,1000003289,20250811,20250812,PICKUP,DELIVERED,1.0,1
9000003290,1000003290,20240924,20240928,Correo Argentino,DELIVERED,4.0,1
9000003291,1000003291,20250624,20250626,Correo Argentino,DELIVERED,2.0,4
9000003292,1000003292,20240319,20240325,Correo Argentino,DELIVERED,6.0,3
9000003293,1000003293,20240606,20240612,Correo Argentino,DELIVERED,6.0,3
9000003294,1000003294,20250318,20250321,Correo Argentino,DELIVERED,3.0,1
9000003295,1000003295,20241127,20241129,Correo Argentino,SHIPPED,2.0,1
9000003296,1000003296,20240831,20240905,Correo Argentino,DELIVERED,5.0,2
9000003297,1000003297,20240101,20240102,PICKUP,SHIPPED,1.0,3
9000003298,1000003298,20240719,20240720,PICKUP,DELIVERED,1.0,3
9000003299,1000003299,20250709,20250710,PICKUP,DELIVERED,1.0,1
9000003300,1000003300,20240331,20240401,PICKUP,DELIVERED,1.0,2
9000003301,1000003301,20240319,20240322,Correo Argentino,DELIVERED,3.0,2
9000003302,1000003302,20241002,20241006,Correo Argentino,SHIPPED,4.0,1
9000003303,1000003303,20240109,20240110,PICKUP,DELIVERED,1.0,1
9000003304,1000003304,20250707,20250710,Correo Argentino,DELIVERED,3.0,1
9000003305,1000003305,20250709,20250714,Correo Argentino,DELIVERED,5.0,3
9000003306,1000003306,20240406,20240410,Correo Argentino,DELIVERED,4.0,1
9000003307,1000003307,20250919,20250920,PICKUP,DELIVERED,1.0,2
9000003308,1000003308,20250730,20250731,PICKUP,READY,1.0,3
9000003309,1000003309,20250113,20250114,PICKUP,SHIPPED,1.0,4
9000003310,1000003310,20240701,20240702,PICKUP,DELIVERED,1.0,3
9000003311,1000003311,20250404,20250406,Correo Argentino,SHIPPED,2.0,1
9000003312,1000003312,20250215,20250216,PICKUP,DELIVERED,1.0,4
9000003313,1000003313,20250322,20250323,PICKUP,DELIVERED,1.0,4
9000003314,1000003314,20240721,20240722,PICKUP,DELIVERED,1.0,3
9000003315,1000003315,20240611,20240612,PICKUP,READY,1.0,2
9000003316,1000003316,20250725,20250728,Correo Argentino,DELIVERED,3.0,1
9000003317,1000003317,20250731,20250804,Correo Argentino,DELIVERED,4.0,1
9000003318,1000003318,20241021,20241022,PICKUP,DELIVERED,1.0,4
9000003319,1000003319,20250121,20250122,PICKUP,DELIVERED,1.0,2
9000003320,1000003320,20241221,20241222,PICKUP,DELIVERED,1.0,4
9000003321,1000003321,20250329,20250403,Correo Argentino,DELIVERED,5.0,1
9000003322,1000003322,20240325,20240326,PICKUP,DELIVERED,1.0,2
9000003323,1000003323,20250916,20250920,Correo Argentino,DELIVERED,4.0,1
9000003324,1000003324,20250930,20251001,PICKUP,DELIVERED,1.0,1
9000003325,1000003325,20240706,20240708,Correo Argentino,DELIVERED,2.0,4
9000003326,1000003326,20241117,20241118,PICKUP,DELIVERED,1.0,3
9000003327,1000003327,20240906,20240907,PICKUP,DELIVERED,1.0,2
9000003328,1000003328,20250614,20250615,PICKUP,DELIVERED,1.0,4
9000003329,1000003329,20250225,20250226,PICKUP,DELIVERED,1.0,2
9000003330,1000003330,20240329,20240330,PICKUP,DELIVERED,1.0,1
9000003331,1000003331,20250827,20250830,Correo Argentino,DELIVERED,3.0,2
9000003332,1000003332,,,Correo Argentino,CANCELLED,,1
9000003333,1000003333,20250702,20250703,PICKUP,DELIVERED,1.0,4
9000003334,1000003334,20240201,20240202,PICKUP,DELIVERED,1.0,1
9000003335,1000003335,20250602,20250603,PICKUP,DELIVERED,1.0,4
9000003336,1000003336,20250331,20250401,PICKUP,DELIVERED,1.0,1
9000003337,1000003337,20241217,20241219,Correo Argentino,DELIVERED,2.0,4
9000003338,1000003338,20240629,20240703,Correo Argentino,DELIVERED,4.0,2
9000003339,1000003339,20240304,20240308,Correo Argentino,DELIVERED,4.0,4
9000003340,1000003340,20241205,20241207,Correo Argentino,SHIPPED,2.0,4
9000003341,1000003341,20240409,20240410,PICKUP,DELIVERED,1.0,3
9000003342,1000003342,20250608,20250613,Correo Argentino,DELIVERED,5.0,2
9000003343,1000003343,20250920,20250924,Correo Argentino,SHIPPED,4.0,1
9000003344,1000003344,20240215,20240217,Correo Argentino,DELIVERED,2.0,1
9000003345,1000003345,20240216,20240217,PICKUP,DELIVERED,1.0,4
9000003346,1000003346,,,Correo Argentino,CANCELLED,,4
9000003347,1000003347,20250804,20250805,PICKUP,DELIVERED,1.0,1
9000003348,1000003348,20241118,20241121,Correo Argentino,DELIVERED,3.0,1
9000003349,1000003349,20240217,20240221,Correo Argentino,DELIVERED,4.0,1
9000003350,1000003350,20240802,20240804,Correo Argentino,SHIPPED,2.0,2
9000003351,1000003351,20250821,20250822,PICKUP,DELIVERED,1.0,4
9000003352,1000003352,20240226,20240227,PICKUP,DELIVERED,1.0,2
9000003353,1000003353,20240822,20240827,Correo Argentino,SHIPPED,5.0,1
9000003354,1000003354,20250718,20250719,PICKUP,DELIVERED,1.0,3
9000003355,1000003355,20250417,20250420,Correo Argentino,DELIVERED,3.0,2
9000003356,1000003356,20240711,20240715,Correo Argentino,DELIVERED,4.0,4
9000003357,1000003357,20250330,20250402,Correo Argentino,DELIVERED,3.0,1
9000003358,1000003358,20240717,20240719,Correo Argentino,DELIVERED,2.0,2
9000003359,1000003359,20250411,20250412,PICKUP,DELIVERED,1.0,3
9000003360,1000003360,20250510,20250515,Correo Argentino,DELIVERED,5.0,3
9000003361,1000003361,20240318,20240321,Correo Argentino,DELIVERED,3.0,1
9000003362,1000003362,20250916,20250918,Correo Argentino,DELIVERED,2.0,4
9000003363,1000003363,20250927,20250928,PICKUP,DELIVERED,1.0,1
9000003364,1000003364,20240319,20240324,Correo Argentino,DELIVERED,5.0,2
9000003365,1000003365,20250511,20250512,PICKUP,READY,1.0,1
9000003366,1000003366,20250517,20250518,PICKUP,SHIPPED,1.0,3
9000003367,1000003367,20240823,20240825,Correo Argentino,DELIVERED,2.0,1
9000003368,1000003368,20250318,20250322,Correo Argentino,DELIVERED,4.0,1
9000003369,1000003369,20240602,20240603,PICKUP,SHIPPED,1.0,2
9000003370,1000003370,,,Correo Argentino,CANCELLED,,4
9000003371,1000003371,20241024,20241025,PICKUP,DELIVERED,1.0,4
9000003372,1000003372,20250901,20250903,Correo Argentino,DELIVERED,2.0,2
9000003373,1000003373,20240109,20240110,PICKUP,SHIPPED,1.0,3
9000003374,1000003374,20250913,20250916,Correo Argentino,DELIVERED,3.0,2
9000003375,1000003375,20240207,20240208,PICKUP,DELIVERED,1.0,2
9000003376,1000003376,20250719,20250723,Correo Argentino,DELIVERED,4.0,2
9000003377,1000003377,,,Correo Argentino,CANCELLED,,1
9000003378,1000003378,20240713,20240714,PICKUP,DELIVERED,1.0,4
9000003379,1000003379,20240530,20240601,Correo Argentino,DELIVERED,2.0,1
9000003380,1000003380,20240116,20240117,PICKUP,DELIVERED,1.0,3
9000003381,1000003381,20240828,20240831,Correo Argentino,DELIVERED,3.0,1
9000003382,1000003382,20240522,20240523,PICKUP,DELIVERED,1.0,2
9000003383,1000003383,20250729,20250801,Correo Argentino,DELIVERED,3.0,4
9000003384,1000003384,20240322,20240324,Correo Argentino,DELIVERED,2.0,4
9000003385,1000003385,20241030,20241031,PICKUP,DELIVERED,1.0,4
9000003386,1000003386,20250516,20250517,PICKUP,DELIVERED,1.0,3
9000003387,1000003387,20240809,20240814,Correo Argentino,DELIVERED,5.0,1
9000003388,1000003388,20250830,20250901,Correo Argentino,DELIVERED,2.0,2
9000003389,1000003389,20240309,20240314,Correo Argentino,DELIVERED,5.0,2
9000003390,1000003390,20240224,20240227,Correo Argentino,DELIVERED,3.0,1
9000003391,1000003391,20241206,20241208,Correo Argentino,DELIVERED,2.0,1
9000003392,1000003392,,,PICKUP,CANCELLED,,3
9000003393,1000003393,20240610,20240614,Correo Argentino,DELIVERED,4.0,1
9000003394,1000003394,20250407,20250408,PICKUP,DELIVERED,1.0,4
9000003395,1000003395,20250515,20250517,Correo Argentino,DELIVERED,2.0,2
9000003396,1000003396,20250829,20250903,Correo Argentino,DELIVERED,5.0,2
9000003397,1000003397,20250525,20250527,Correo Argentino,SHIPPED,2.0,1
9000003398,1000003398,20250101,20250106,Correo Argentino,READY,5.0,1
9000003399,1000003399,20250415,20250420,Correo Argentino,DELIVERED,5.0,1
9000003400,1000003400,20250511,20250515,Correo Argentino,DELIVERED,4.0,1
9000003401,1000003401,20250412,20250416,Correo Argentino,SHIPPED,4.0,1
9000003402,1000003402,20250620,20250621,PICKUP,DELIVERED,1.0,1
9000003403,1000003403,20240326,20240329,Correo Argentino,DELIVERED,3.0,1
9000003404,1000003404,20250416,20250417,PICKUP,DELIVERED,1.0,3
9000003405,1000003405,20240106,20240107,PICKUP,DELIVERED,1.0,3
9000003406,1000003406,20250727,20250729,Correo Argentino,DELIVERED,2.0,1
9000003407,1000003407,20250126,20250129,Correo Argentino,SHIPPED,3.0,2
9000003408,1000003408,20241130,20241201,PICKUP,DELIVERED,1.0,3
9000003409,1000003409,20240201,20240203,Correo Argentino,DELIVERED,2.0,1
9000003410,1000003410,20240707,20240708,PICKUP,DELIVERED,1.0,2
9000003411,1000003411,20240408,20240412,Correo Argentino,DELIVERED,4.0,1
9000003412,1000003412,20240205,20240208,Correo Argentino,DELIVERED,3.0,2
9000003413,1000003413,20240601,20240605,Correo Argentino,DELIVERED,4.0,1
9000003414,1000003414,,,PICKUP,CANCELLED,,3
9000003415,1000003415,20240923,20240927,Correo Argentino,SHIPPED,4.0,1
9000003416,1000003416,,,PICKUP,CANCELLED,,1
9000003417,1000003417,,,Correo Argentino,CANCELLED,,1
9000003418,1000003418,20240314,20240319,Correo Argentino,DELIVERED,5.0,1
9000003419,1000003419,20241223,20241227,Correo Argentino,DELIVERED,4.0,4
9000003420,1000003420,20240107,20240108,PICKUP,SHIPPED,1.0,2
9000003421,1000003421,20250819,20250820,PICKUP,DELIVERED,1.0,4
9000003422,1000003422,20240226,20240227,PICKUP,DELIVERED,1.0,3
9000003423,1000003423,20250423,20250427,Correo Argentino,DELIVERED,4.0,1
9000003424,1000003424,20250412,20250413,PICKUP,DELIVERED,1.0,2
9000003425,1000003425,,,Correo Argentino,CANCELLED,,3
9000003426,1000003426,20240401,20240402,PICKUP,DELIVERED,1.0,4
9000003427,1000003427,20250214,20250219,Correo Argentino,SHIPPED,5.0,4
9000003428,1000003428,20240828,20240829,PICKUP,SHIPPED,1.0,3
9000003429,1000003429,,,PICKUP,CANCELLED,,3
9000003430,1000003430,20240419,20240420,PICKUP,DELIVERED,1.0,1
9000003431,1000003431,20241108,20241112,Correo Argentino,SHIPPED,4.0,4
9000003432,1000003432,20250214,20250219,Correo Argentino,DELIVERED,5.0,1
9000003433,1000003433,,,PICKUP,CANCELLED,,2
9000003434,1000003434,20240525,20240529,Correo Argentino,SHIPPED,4.0,2
9000003435,1000003435,20240115,20240116,PICKUP,DELIVERED,1.0,2
9000003436,1000003436,20240520,20240526,Correo Argentino,DELIVERED,6.0,3
9000003437,1000003437,20250926,20251003,Correo Argentino,DELIVERED,7.0,3
9000003438,1000003438,20250417,20250418,PICKUP,DELIVERED,1.0,3
9000003439,1000003439,20240827,20240903,Correo Argentino,DELIVERED,7.0,3
9000003440,1000003440,20250711,20250717,Correo Argentino,DELIVERED,6.0,3
9000003441,1000003441,20241005,20241006,PICKUP,DELIVERED,1.0,2
9000003442,1000003442,20250718,20250722,Correo Argentino,DELIVERED,4.0,2
9000003443,1000003443,20250515,20250519,Correo Argentino,DELIVERED,4.0,1
9000003444,1000003444,20250507,20250508,PICKUP,DELIVERED,1.0,3
9000003445,1000003445,20240321,20240325,Correo Argentino,DELIVERED,4.0,2
9000003446,1000003446,,,Correo Argentino,CANCELLED,,2
9000003447,1000003447,20240113,20240114,PICKUP,DELIVERED,1.0,3
9000003448,1000003448,20250312,20250313,PICKUP,DELIVERED,1.0,1
9000003449,1000003449,20250314,20250315,PICKUP,DELIVERED,1.0,3
9000003450,1000003450,,,Correo Argentino,CANCELLED,,1
9000003451,1000003451,20240224,20240229,Correo Argentino,DELIVERED,5.0,2
9000003452,1000003452,20250810,20250813,Correo Argentino,DELIVERED,3.0,2
9000003453,1000003453,20240811,20240816,Correo Argentino,DELIVERED,5.0,1
9000003454,1000003454,20250316,20250320,Correo Argentino,DELIVERED,4.0,4
9000003455,1000003455,20250608,20250610,Correo Argentino,DELIVERED,2.0,1
9000003456,1000003456,20250810,20250816,Correo Argentino,DELIVERED,6.0,3
9000003457,1000003457,20250507,20250508,PICKUP,DELIVERED,1.0,2
9000003458,1000003458,20250924,20250925,PICKUP,DELIVERED,1.0,3
9000003459,1000003459,,,PICKUP,CANCELLED,,4
9000003460,1000003460,20240714,20240717,Correo Argentino,DELIVERED,3.0,1
9000003461,1000003461,20240602,20240607,Correo Argentino,DELIVERED,5.0,1
9000003462,1000003462,20241202,20241203,PICKUP,DELIVERED,1.0,4
9000003463,1000003463,20241123,20241126,Correo Argentino,DELIVERED,3.0,1
9000003464,1000003464,20250829,20250901,Correo Argentino,DELIVERED,3.0,4
9000003465,1000003465,20250903,20250908,Correo Argentino,DELIVERED,5.0,1
9000003466,1000003466,20240711,20240712,PICKUP,DELIVERED,1.0,4
9000003467,1000003467,20250115,20250117,Correo Argentino,SHIPPED,2.0,1
9000003468,1000003468,20240710,20240711,PICKUP,SHIPPED,1.0,3
9000003469,1000003469,,,PICKUP,CANCELLED,,3
9000003470,1000003470,20240919,20240922,Correo Argentino,SHIPPED,3.0,2
9000003471,1000003471,20240802,20240805,Correo Argentino,DELIVERED,3.0,1
9000003472,1000003472,20240426,20240501,Correo Argentino,DELIVERED,5.0,4
9000003473,1000003473,20240428,20240429,PICKUP,DELIVERED,1.0,1
9000003474,1000003474,20240927,20241003,Correo Argentino,DELIVERED,6.0,3
9000003475,1000003475,20241022,20241025,Correo Argentino,DELIVERED,3.0,1
9000003476,1000003476,20241020,20241025,Correo Argentino,DELIVERED,5.0,1
9000003477,1000003477,20240831,20240901,PICKUP,DELIVERED,1.0,4
9000003478,1000003478,20240406,20240410,Correo Argentino,DELIVERED,4.0,1
9000003479,1000003479,20240123,20240126,Correo Argentino,SHIPPED,3.0,1
9000003480,1000003480,20240309,20240312,Correo Argentino,DELIVERED,3.0,2
9000003481,1000003481,20240514,20240515,PICKUP,DELIVERED,1.0,3
9000003482,1000003482,,,PICKUP,CANCELLED,,1
9000003483,1000003483,,,PICKUP,CANCELLED,,4
9000003484,1000003484,20241013,20241017,Correo Argentino,DELIVERED,4.0,1
9000003485,1000003485,20250601,20250602,PICKUP,DELIVERED,1.0,1
9000003486,1000003486,20240618,20240623,Correo Argentino,DELIVERED,5.0,1
9000003487,1000003487,20250814,20250819,Correo Argentino,SHIPPED,5.0,2
9000003488,1000003488,20240930,20241001,PICKUP,SHIPPED,1.0,2
9000003489,1000003489,20240305,20240310,Correo Argentino,DELIVERED,5.0,1
9000003490,1000003490,20240518,20240520,Correo Argentino,READY,2.0,1
9000003491,1000003491,20241130,20241204,Correo Argentino,SHIPPED,4.0,2
9000003492,1000003492,20240105,20240106,PICKUP,DELIVERED,1.0,1
9000003493,1000003493,20250929,20251002,Correo Argentino,DELIVERED,3.0,2
9000003494,1000003494,,,Correo Argentino,CANCELLED,,4
9000003495,1000003495,20240509,20240511,Correo Argentino,DELIVERED,2.0,4
9000003496,1000003496,20240404,20240409,Correo Argentino,DELIVERED,5.0,4
9000003497,1000003497,20240620,20240621,PICKUP,DELIVERED,1.0,3
9000003498,1000003498,20250103,20250105,Correo Argentino,DELIVERED,2.0,1
9000003499,1000003499,20241125,20241202,Correo Argentino,DELIVERED,7.0,3
9000003500,1000003500,20240313,20240315,Correo Argentino,DELIVERED,2.0,1
9000003501,1000003501,20241226,20241230,Correo Argentino,DELIVERED,4.0,4
9000003502,1000003502,20250211,20250212,PICKUP,DELIVERED,1.0,4
9000003503,1000003503,20250703,20250708,Correo Argentino,DELIVERED,5.0,2
9000003504,1000003504,20250322,20250324,Correo Argentino,READY,2.0,4
9000003505,1000003505,20240617,20240619,Correo Argentino,DELIVERED,2.0,4
9000003506,1000003506,20240217,20240218,PICKUP,DELIVERED,1.0,4
9000003507,1000003507,20240508,20240509,PICKUP,DELIVERED,1.0,1
9000003508,1000003508,20250525,20250529,Correo Argentino,DELIVERED,4.0,2
9000003509,1000003509,20241011,20241012,PICKUP,DELIVERED,1.0,3
9000003510,1000003510,20250919,20250920,PICKUP,DELIVERED,1.0,1
9000003511,1000003511,20250810,20250811,PICKUP,DELIVERED,1.0,2
9000003512,1000003512,20240519,20240521,Correo Argentino,DELIVERED,2.0,1
9000003513,1000003513,20241016,20241018,Correo Argentino,DELIVERED,2.0,4
9000003514,1000003514,,,PICKUP,CANCELLED,,4
9000003515,1000003515,20240301,20240302,PICKUP,DELIVERED,1.0,4
9000003516,1000003516,20240831,20240903,Correo Argentino,DELIVERED,3.0,2
9000003517,1000003517,20250619,20250620,PICKUP,DELIVERED,1.0,1
9000003518,1000003518,20250602,20250603,PICKUP,DELIVERED,1.0,3
9000003519,1000003519,20250706,20250707,PICKUP,DELIVERED,1.0,2
9000003520,1000003520,20240507,20240508,PICKUP,DELIVERED,1.0,1
9000003521,1000003521,,,Correo Argentino,CANCELLED,,4
9000003522,1000003522,,,Correo Argentino,CANCELLED,,2
